Winter,Date,Canton,Community,Starting.zone,url,Elevation..m.,Aspect,Activity,Victims..caught..buried.,Danger..level,mon,Fatalities,deg,degjit,activity,lat,long
2011/12,2/17/12,GR,Davos,Weissfluhjoch / Meierhofer T_lli,http://map.geo.admin.ch/?Y=781585&X=189235&zoom=8&crosshair=circle&bgLayer=ch.swisstopo.pixelkarte-farbe&time_current=latest&lang=de&topic=ech&layers_opacity=0.35&layers=ch.swisstopo.hangneigung-ueber_30,2480,NE,2,"1 (1, 1)",3,February,1,45,38.41043253,Off-piste skiing/boarding,46.82947168,9.818933694
2011/12,2/12/12,GR,Haldenstein,Haldensteiner Calanda / Calandasiten,http://map.geo.admin.ch/?Y=755024&X=195393&zoom=8&crosshair=circle&bgLayer=ch.swisstopo.pixelkarte-farbe&time_current=latest&lang=de&topic=ech&layers_opacity=0.35&layers=ch.swisstopo.hangneigung-ueber_30,2499,E,1,"1 (1, 0)",3,February,1,90,85.62219594,Backcountry touring,46.89156421,9.473021735
2011/12,2/10/12,VS,Obergoms,Sidelhorn,http://map.geo.admin.ch/?Y=667364&X=155881&zoom=8&crosshair=circle&bgLayer=ch.swisstopo.pixelkarte-farbe&time_current=latest&lang=de&topic=ech&layers_opacity=0.35&layers=ch.swisstopo.hangneigung-ueber_30,2530,SE,1,"1 (2, 1)",3,February,1,135,139.6595888,Backcountry touring,46.55082065,8.317011178
2011/12,2/9/12,GR,Langwies,ChŸpfenflue / Tritt,http://map.geo.admin.ch/?Y=777427&X=185707&zoom=8&crosshair=circle&bgLayer=ch.swisstopo.pixelkarte-farbe&time_current=latest&lang=de&topic=ech&layers_opacity=0.35&layers=ch.swisstopo.hangneigung-ueber_30,2300,NNE,1,"1 (1, 0)",3,February,1,22.5,23.80642258,Backcountry touring,46.79887149,9.763090339
2011/12,2/8/12,NW,Hergiswil (NW),Pilatus,http://map.geo.admin.ch/?Y=661820&X=203600&zoom=8&crosshair=circle&bgLayer=ch.swisstopo.pixelkarte-farbe&time_current=latest&lang=de&topic=ech&layers_opacity=0.35&layers=ch.swisstopo.hangneigung-ueber_30,1940,NW,1,"1 (1, 1)",2,February,1,315,318.884809,Backcountry touring,46.98058536,8.251169493
2011/12,1/27/12,UR,Andermatt / Hospental,Felsental,http://map.geo.admin.ch/?Y=688080&X=164000&zoom=8&crosshair=circle&bgLayer=ch.swisstopo.pixelkarte-farbe&time_current=latest&lang=de&topic=ech&layers_opacity=0.35&layers=ch.swisstopo.hangneigung-ueber_30,1800,NW,2,"1 (1, 1)",2,January,1,315,309.6153119,Off-piste skiing/boarding,46.62144166,8.588648746
2011/12,1/3/12,GR,Avers,Juferhorn / Mugmolbach,http://map.geo.admin.ch/?Y=764540&X=143425&zoom=8&crosshair=circle&bgLayer=ch.swisstopo.pixelkarte-farbe&time_current=latest&lang=de&topic=ech&layers_opacity=0.35&layers=ch.swisstopo.hangneigung-ueber_30,2820,NE,1,"2 (4, 3)",3,January,2,45,45.91406964,Backcountry touring,46.42197381,9.579230137
2011/12,12/29/11,GR,Celerina / Schlarigna,Piz GlŸna / Piz Corviglia / ChŸdera,http://map.geo.admin.ch/?Y=780130&X=155335&zoom=8&crosshair=circle&bgLayer=ch.swisstopo.pixelkarte-farbe&time_current=latest&lang=de&topic=ech&layers_opacity=0.35&layers=ch.swisstopo.hangneigung-ueber_30,2995,E,1,"1 (2, 1)",3,December,1,90,87.08685134,Backcountry touring,46.52505665,9.786569842
2011/12,12/23/11,GR,Bever,Piz Picuogl / Val Bever / Chamanna Jenatsch,http://map.geo.admin.ch/?Y=774959&X=155358&zoom=8&crosshair=circle&bgLayer=ch.swisstopo.pixelkarte-farbe&time_current=latest&lang=de&topic=ech&layers_opacity=0.35&layers=ch.swisstopo.hangneigung-ueber_30,2690,NE,1,"1 (1, 1)",3,December,1,45,45.84809253,Backcountry touring,46.52663539,9.719215259
2011/12,12/20/11,VS,Fully,Planuit / Buitonne,http://map.geo.admin.ch/?Y=574750&X=112500&zoom=8&crosshair=circle&bgLayer=ch.swisstopo.pixelkarte-farbe&time_current=latest&lang=de&topic=ech&layers_opacity=0.35&layers=ch.swisstopo.hangneigung-ueber_30,2000,SE,3,"1 (1, 1)",NA,December,1,135,134.6545409,Transportation corridors,46.16350042,7.111740955
2011/12,12/11/11,VS,Saas Almagell,Monte Moro,http://map.geo.admin.ch/?Y=640695&X=94350&zoom=8&crosshair=circle&bgLayer=ch.swisstopo.pixelkarte-farbe&time_current=latest&lang=de&topic=ech&layers_opacity=0.35&layers=ch.swisstopo.hangneigung-ueber_30,2970,NE,1,"1 (2, 1)",3,December,1,45,47.32012424,Backcountry touring,45.99948087,7.963913277
2011/12,12/7/11,VS,Saas Fee,Felskinn / Skigebiet Saas Fee,http://map.geo.admin.ch/?Y=636700&X=101570&zoom=8&crosshair=circle&bgLayer=ch.swisstopo.pixelkarte-farbe&time_current=latest&lang=de&topic=ech&layers_opacity=0.35&layers=ch.swisstopo.hangneigung-ueber_30,3100,N,3,"1 (2, 2)",NA,December,1,0,5.235675694,Transportation corridors,46.06465526,7.91291161
2010/11,4/1/11,VS,Anniviers,Crête de Barneuza,http://map.geo.admin.ch/?Y=616268&X=113657&zoom=8&crosshair=circle&bgLayer=ch.swisstopo.pixelkarte-farbe&time_current=latest&lang=de&topic=ech&layers_opacity=0.35&layers=ch.swisstopo.hangneigung-ueber_30,2820,NW,1,"3 (7, 4)",2,April,3,315,312.3931612,Backcountry touring,46.17418487,7.649289972
2010/11,3/26/11,VS,Bourg Saint Pierre,Tsand_serte / Valsorey,http://map.geo.admin.ch/?Y=583450&X=86631&zoom=8&crosshair=circle&bgLayer=ch.swisstopo.pixelkarte-farbe&time_current=latest&lang=de&topic=ech&layers_opacity=0.35&layers=ch.swisstopo.hangneigung-ueber_30,2190,NE,1,"5 (10, 9)",3,March,5,45,39.67932853,Backcountry touring,45.93106838,7.22528387
2010/11,3/20/11,BE,Grindelwald,Widderfeld / First,http://map.geo.admin.ch/?Y=646651&X=169102&zoom=8&crosshair=circle&bgLayer=ch.swisstopo.pixelkarte-farbe&time_current=latest&lang=de&topic=ech&layers_opacity=0.35&layers=ch.swisstopo.hangneigung-ueber_30,2430,SW,2,"1 (1, 1)",3,March,1,225,221.5674441,Off-piste skiing/boarding,46.67151206,8.048282406
2010/11,3/20/11,VS,Zermatt,Monte RosahŸtte,http://map.geo.admin.ch/?Y=628880&X=90093&zoom=8&crosshair=circle&bgLayer=ch.swisstopo.pixelkarte-farbe&time_current=latest&lang=de&topic=ech&layers_opacity=0.35&layers=ch.swisstopo.hangneigung-ueber_30,2630,WNW,1,"1 (2, 1)",3,March,1,292.5,286.8339197,Backcountry touring,45.96179604,7.811151806
2010/11,3/19/11,GR,Davos,Gorigrat / J_rihorn,http://map.geo.admin.ch/?Y=792110&X=184860&zoom=8&crosshair=circle&bgLayer=ch.swisstopo.pixelkarte-farbe&time_current=latest&lang=de&topic=ech&layers_opacity=0.35&layers=ch.swisstopo.hangneigung-ueber_30,2770,W,1,"3 (4, 4)",3,March,3,270,265.5777356,Backcountry touring,46.78718174,9.954968581
2010/11,3/13/11,VS,Bourg Saint Pierre,Bourg St Bernard,http://map.geo.admin.ch/?Y=581700&X=82940&zoom=8&crosshair=circle&bgLayer=ch.swisstopo.pixelkarte-farbe&time_current=latest&lang=de&topic=ech&layers_opacity=0.35&layers=ch.swisstopo.hangneigung-ueber_30,2120,NE,1,"2 (2, 2)",3,March,2,45,49.27585788,Backcountry touring,45.89782194,7.202866839
2010/11,3/12/11,VS,Zermatt,Triftji / Stockhorn,http://map.geo.admin.ch/?Y=630165&X=94580&zoom=8&crosshair=circle&bgLayer=ch.swisstopo.pixelkarte-farbe&time_current=latest&lang=de&topic=ech&layers_opacity=0.35&layers=ch.swisstopo.hangneigung-ueber_30,2740,WNW,1,"2 (3, 3)",2,March,2,292.5,294.1328902,Backcountry touring,46.00210164,7.828013368
2010/11,3/10/11,BE,Saxeten,Nideri Sulegg,http://map.geo.admin.ch/?Y=631125&X=162735&zoom=8&crosshair=circle&bgLayer=ch.swisstopo.pixelkarte-farbe&time_current=latest&lang=de&topic=ech&layers_opacity=0.35&layers=ch.swisstopo.hangneigung-ueber_30,2270,NW,1,"1 (1, 1)",2,March,1,315,319.6674106,Backcountry touring,46.61514252,7.844959094
2010/11,3/1/11,BE,Gsteig,Stiereberg / Mittaghore,http://map.geo.admin.ch/?Y=587110&X=134900&zoom=8&crosshair=circle&bgLayer=ch.swisstopo.pixelkarte-farbe&time_current=latest&lang=de&topic=ech&layers_opacity=0.35&layers=ch.swisstopo.hangneigung-ueber_30,2080,NE,2,"1 (3, 2)",3,March,1,45,38.18408281,Off-piste skiing/boarding,46.36535084,7.271138739
2010/11,3/1/11,VS,Mollens,Mont Bonvin,http://map.geo.admin.ch/?Y=605470&X=134550&zoom=8&crosshair=circle&bgLayer=ch.swisstopo.pixelkarte-farbe&time_current=latest&lang=de&topic=ech&layers_opacity=0.35&layers=ch.swisstopo.hangneigung-ueber_30,2925,NE,2,"1 (1, 0)",3,March,1,45,48.78039686,Off-piste skiing/boarding,46.36230381,7.509712845
2010/11,2/5/11,UR,Erstfeld,€ngi / Waldnacht,http://map.geo.admin.ch/?Y=686310&X=187310&zoom=8&crosshair=circle&bgLayer=ch.swisstopo.pixelkarte-farbe&time_current=latest&lang=de&topic=ech&layers_opacity=0.35&layers=ch.swisstopo.hangneigung-ueber_30,1680,NNE,1,"1 (1, 1)",2,February,1,22.5,20.44701223,Backcountry touring,46.83133541,8.569929797
2010/11,1/31/11,BE,Adelboden,Vordere Loner,http://map.geo.admin.ch/?Y=612270&X=145420&zoom=8&crosshair=circle&bgLayer=ch.swisstopo.pixelkarte-farbe&time_current=latest&lang=de&topic=ech&layers_opacity=0.35&layers=ch.swisstopo.hangneigung-ueber_30,2870,SW,1,"2 (2, 2)",2,January,2,225,218.6281935,Backcountry touring,46.4599962,7.598357356
2010/11,1/16/11,GL,Glarus SŸd,Gross Ch_rpf,http://map.geo.admin.ch/?Y=726050&X=197475&zoom=8&crosshair=circle&bgLayer=ch.swisstopo.pixelkarte-farbe&time_current=latest&lang=de&topic=ech&layers_opacity=0.35&layers=ch.swisstopo.hangneigung-ueber_30,2750,SW,1,"1 (3, 1)",2,January,1,225,224.870671,Backcountry touring,46.91641355,9.093495709
2010/11,12/27/10,UR,Andermatt,Vordere Felli / Oberalp,http://map.geo.admin.ch/?Y=692750&X=168780&zoom=8&crosshair=circle&bgLayer=ch.swisstopo.pixelkarte-farbe&time_current=latest&lang=de&topic=ech&layers_opacity=0.35&layers=ch.swisstopo.hangneigung-ueber_30,2280,SE,1,"1 (1, 1)",3,December,1,135,128.2989352,Backcountry touring,46.66380336,8.650576763
2010/11,12/19/10,UR,Untersch_chen,Grundplanggen / Brunni,http://map.geo.admin.ch/?Y=700100&X=187540&zoom=8&crosshair=circle&bgLayer=ch.swisstopo.pixelkarte-farbe&time_current=latest&lang=de&topic=ech&layers_opacity=0.35&layers=ch.swisstopo.hangneigung-ueber_30,1700,E,1,"1 (1, 1)",3,December,1,90,87.72778022,Backcountry touring,46.83147318,8.750698949
2009/10,6/6/10,BE,Kandersteg,FrŸndenhŸtte,http://map.geo.admin.ch/?Y=623340&X=148125&zoom=8&crosshair=circle&bgLayer=ch.swisstopo.pixelkarte-farbe&time_current=latest&lang=de&topic=ech&layers_opacity=0.35&layers=ch.swisstopo.hangneigung-ueber_30,2520,N,1,"1 (3, 0)",NA,June,1,0,-5.836998598,Backcountry touring,46.48403511,7.742592192
2009/10,4/18/10,VS,Zermatt,Schw_rze / Gornergletscher,http://map.geo.admin.ch/?Y=627300&X=89750&zoom=8&crosshair=circle&bgLayer=ch.swisstopo.pixelkarte-farbe&time_current=latest&lang=de&topic=ech&layers_opacity=0.35&layers=ch.swisstopo.hangneigung-ueber_30,2780,NNE,2,"1 (2, 1)",1,April,1,22.5,25.6069105,Off-piste skiing/boarding,45.95877628,7.790752307
2009/10,4/7/10,VS,Anniviers,Col des Arpettes,http://map.geo.admin.ch/?Y=617800&X=111700&zoom=8&crosshair=circle&bgLayer=ch.swisstopo.pixelkarte-farbe&time_current=latest&lang=de&topic=ech&layers_opacity=0.35&layers=ch.swisstopo.hangneigung-ueber_30,2950,NW,1,"1 (2, 1)",2,April,1,315,321.4207637,Backcountry touring,46.15654196,7.6690532
2009/10,4/5/10,TI,Capriasca,Monte Bar,http://map.geo.admin.ch/?Y=722440&X=107660&zoom=8&crosshair=circle&bgLayer=ch.swisstopo.pixelkarte-farbe&time_current=latest&lang=de&topic=ech&layers_opacity=0.35&layers=ch.swisstopo.hangneigung-ueber_30,1610,SSE,1,"1 (1, 1)",3,April,1,157.5,163.0024849,Backcountry touring,46.10932258,9.022315744
2009/10,4/3/10,GR,BergŸn Bravuogn,Piz Kesch,http://map.geo.admin.ch/?Y=786460&X=166240&zoom=8&crosshair=circle&bgLayer=ch.swisstopo.pixelkarte-farbe&time_current=latest&lang=de&topic=ech&layers_opacity=0.35&layers=ch.swisstopo.hangneigung-ueber_30,3350,E,1,"1 (2, 0)",3,April,1,90,89.85057563,Backcountry touring,46.62137244,9.873439409
2009/10,2/28/10,GR,Langwies,Wangegg / SapŸn,http://map.geo.admin.ch/?Y=776517&X=186500&zoom=8&crosshair=circle&bgLayer=ch.swisstopo.pixelkarte-farbe&time_current=latest&lang=de&topic=ech&layers_opacity=0.35&layers=ch.swisstopo.hangneigung-ueber_30,2225,NNE,1,"1 (1, 1)",3,February,1,22.5,28.61928004,Backcountry touring,46.80624362,9.751481746
2009/10,2/27/10,VS,Bagnes,Forêt du Vernay / Bruson,http://map.geo.admin.ch/?Y=582480&X=100040&zoom=8&crosshair=circle&bgLayer=ch.swisstopo.pixelkarte-farbe&time_current=latest&lang=de&topic=ech&layers_opacity=0.35&layers=ch.swisstopo.hangneigung-ueber_30,1625,NE,2,"1 (1, 1)",3,February,1,45,38.87044138,Off-piste skiing/boarding,46.05166236,7.212280923
2009/10,2/26/10,VS,T_rbel,Augstbordhorn,http://map.geo.admin.ch/?Y=628130&X=120280&zoom=8&crosshair=circle&bgLayer=ch.swisstopo.pixelkarte-farbe&time_current=latest&lang=de&topic=ech&layers_opacity=0.35&layers=ch.swisstopo.hangneigung-ueber_30,2810,NNE,1,"1 (1, 1)",3,February,1,22.5,16.08660999,Backcountry touring,46.23337105,7.803286443
2009/10,2/25/10,GR,Avers,T_li / PŸrd,http://map.geo.admin.ch/?Y=760950&X=148860&zoom=8&crosshair=circle&bgLayer=ch.swisstopo.pixelkarte-farbe&time_current=latest&lang=de&topic=ech&layers_opacity=0.35&layers=ch.swisstopo.hangneigung-ueber_30,2360,NW,1,"1 (1, 1)",3,February,1,315,315.7747774,Backcountry touring,46.47171886,9.534437638
2009/10,2/21/10,GR,Scuol,Cna Lischana CAS,http://map.geo.admin.ch/?Y=821220&X=183750&zoom=8&crosshair=circle&bgLayer=ch.swisstopo.pixelkarte-farbe&time_current=latest&lang=de&topic=ech&layers_opacity=0.35&layers=ch.swisstopo.hangneigung-ueber_30,2470,WNW,1,"1 (1, 1)",3,February,1,292.5,288.3555016,Backcountry touring,46.7681695,10.33540323
2009/10,2/20/10,BE,Saxeten,Nideri Sulegg,http://map.geo.admin.ch/?Y=630900&X=162750&zoom=8&crosshair=circle&bgLayer=ch.swisstopo.pixelkarte-farbe&time_current=latest&lang=de&topic=ech&layers_opacity=0.35&layers=ch.swisstopo.hangneigung-ueber_30,2100,WNW,1,"1 (1, 1)",2,February,1,292.5,294.684172,Backcountry touring,46.61528789,7.842022886
2009/10,2/20/10,UR,Realp,Stelliboden - Muttenreuss,http://map.geo.admin.ch/?Y=679350&X=157080&zoom=8&crosshair=circle&bgLayer=ch.swisstopo.pixelkarte-farbe&time_current=latest&lang=de&topic=ech&layers_opacity=0.35&layers=ch.swisstopo.hangneigung-ueber_30,2170,NW,1,"1 (1, 1)",3,February,1,315,317.6367885,Backcountry touring,46.5602914,8.473488527
2009/10,2/20/10,GR,Safien,TomŸlpass,http://map.geo.admin.ch/?Y=738644&X=164009&zoom=8&crosshair=circle&bgLayer=ch.swisstopo.pixelkarte-farbe&time_current=latest&lang=de&topic=ech&layers_opacity=0.35&layers=ch.swisstopo.hangneigung-ueber_30,2364,ESE,1,"2 (9, 4)",3,February,2,112.5,107.5622414,Backcountry touring,46.61294465,9.248644958
2009/10,2/14/10,GR,Sils im Engadin Segl,Fuorcla Grevasalvas,http://map.geo.admin.ch/?Y=774520&X=145520&zoom=8&crosshair=circle&bgLayer=ch.swisstopo.pixelkarte-farbe&time_current=latest&lang=de&topic=ech&layers_opacity=0.35&layers=ch.swisstopo.hangneigung-ueber_30,2640,S,1,"1 (2, 2)",2,February,1,180,174.3964981,Backcountry touring,46.43828843,9.709783127
2009/10,2/7/10,GR,Peist,Mattjisch Horn,http://map.geo.admin.ch/?Y=774100&X=191360&zoom=8&crosshair=circle&bgLayer=ch.swisstopo.pixelkarte-farbe&time_current=latest&lang=de&topic=ech&layers_opacity=0.35&layers=ch.swisstopo.hangneigung-ueber_30,2390,WSW,1,"1 (2, 1)",3,February,1,247.5,250.3570084,Backcountry touring,46.85057915,9.721683923
2009/10,2/4/10,BE,Lauterbrunnen,G_lbe Schopf / LobhornhŸtte,http://map.geo.admin.ch/?Y=632580&X=162150&zoom=8&crosshair=circle&bgLayer=ch.swisstopo.pixelkarte-farbe&time_current=latest&lang=de&topic=ech&layers_opacity=0.35&layers=ch.swisstopo.hangneigung-ueber_30,2170,N,1,"1 (1, 1)",3,February,1,0,-0.639464844,Backcountry touring,46.60981085,7.863911668
2009/10,1/31/10,SG,Amden,FlŸgespitz,http://map.geo.admin.ch/?Y=733940&X=224340&zoom=8&crosshair=circle&bgLayer=ch.swisstopo.pixelkarte-farbe&time_current=latest&lang=de&topic=ech&layers_opacity=0.35&layers=ch.swisstopo.hangneigung-ueber_30,1680,NE,1,"1 (1, 1)",3,January,1,45,51.77147407,Backcountry touring,47.15646166,9.204986566
2009/10,1/31/10,VS,Anniviers,L’Abondance / Roc d’Orzival,http://map.geo.admin.ch/?Y=607530&X=115830&zoom=8&crosshair=circle&bgLayer=ch.swisstopo.pixelkarte-farbe&time_current=latest&lang=de&topic=ech&layers_opacity=0.35&layers=ch.swisstopo.hangneigung-ueber_30,2740,SE,2,"1 (1, 1)",3,January,1,135,139.709817,Off-piste skiing/boarding,46.19388648,7.536177612
2009/10,1/31/10,BE,Adelboden,Geils / Skigebiet Adelboden,http://map.geo.admin.ch/?Y=605115&X=144510&zoom=8&crosshair=circle&bgLayer=ch.swisstopo.pixelkarte-farbe&time_current=latest&lang=de&topic=ech&layers_opacity=0.35&layers=ch.swisstopo.hangneigung-ueber_30,1810,NW,2,"1 (1, 1)",3,January,1,315,309.2727409,Off-piste skiing/boarding,46.45190297,7.50520985
2009/10,1/3/10,VS,Liddes,Tête de la Payanne,http://map.geo.admin.ch/?Y=581570&X=97700&zoom=8&crosshair=circle&bgLayer=ch.swisstopo.pixelkarte-farbe&time_current=latest&lang=de&topic=ech&layers_opacity=0.35&layers=ch.swisstopo.hangneigung-ueber_30,2380,ESE,1,"1 (2, 1)",3,January,1,112.5,116.6182495,Backcountry touring,46.03058894,7.200615557
2009/10,1/3/10,BE,Diemtigen,Bodezehore,http://map.geo.admin.ch/?Y=607710&X=152840&zoom=8&crosshair=circle&bgLayer=ch.swisstopo.pixelkarte-farbe&time_current=latest&lang=de&topic=ech&layers_opacity=0.35&layers=ch.swisstopo.hangneigung-ueber_30,2320,NW,1,"7 (12, 12)",2,January,7,315,317.1432398,Backcountry touring,46.52681154,7.539123012
2009/10,12/21/09,VS,Trient,Combe des Jeurs / Tête de Balme,http://map.geo.admin.ch/?Y=563332&X=98213&zoom=8&crosshair=circle&bgLayer=ch.swisstopo.pixelkarte-farbe&time_current=latest&lang=de&topic=ech&layers_opacity=0.35&layers=ch.swisstopo.hangneigung-ueber_30,2150,N,2,"1 (2, 1)",3,December,1,0,5.379478407,Off-piste skiing/boarding,46.03445988,6.965038051
2008/09,6/13/09,GR,Poschiavo,Piz PalŸ,http://map.geo.admin.ch/?Y=794570&X=139460&zoom=8&crosshair=circle&bgLayer=ch.swisstopo.pixelkarte-farbe&time_current=latest&lang=de&topic=ech&layers_opacity=0.35&layers=ch.swisstopo.hangneigung-ueber_30,3770,SE,1,"3 (3, 0)",NA,June,3,135,137.6111244,Backcountry touring,46.37828321,9.967989734
2008/09,5/25/09,VS,Saas Fee,Fallgletscher,http://map.geo.admin.ch/?Y=634750&X=106440&zoom=8&crosshair=circle&bgLayer=ch.swisstopo.pixelkarte-farbe&time_current=latest&lang=de&topic=ech&layers_opacity=0.35&layers=ch.swisstopo.hangneigung-ueber_30,3270,S,1,"1 (1, 0)",NA,May,1,180,185.2967498,Backcountry touring,46.10856566,7.888072613
2008/09,4/27/09,VS,Trient,Petite Pointe d’Orny / Col des Ecandies,http://map.geo.admin.ch/?Y=568740&X=95000&zoom=8&crosshair=circle&bgLayer=ch.swisstopo.pixelkarte-farbe&time_current=latest&lang=de&topic=ech&layers_opacity=0.35&layers=ch.swisstopo.hangneigung-ueber_30,3000,NW,1,"1 (7, 3)",2,April,1,315,311.4188488,Backcountry touring,46.0058299,7.035098979
2008/09,4/1/09,GR,Samnaun,Piz Munschuns / Pasterblaunas,http://map.geo.admin.ch/?Y=823950&X=206670&zoom=8&crosshair=circle&bgLayer=ch.swisstopo.pixelkarte-farbe&time_current=latest&lang=de&topic=ech&layers_opacity=0.35&layers=ch.swisstopo.hangneigung-ueber_30,2440,N,2,"1 (1, 1)",2,April,1,0,-4.124492549,Off-piste skiing/boarding,46.97328578,10.38238552
2008/09,4/1/09,BE,Kandersteg,Inner Ueschine / Uf de Wenge / Balme,http://map.geo.admin.ch/?Y=614400&X=146250&zoom=8&crosshair=circle&bgLayer=ch.swisstopo.pixelkarte-farbe&time_current=latest&lang=de&topic=ech&layers_opacity=0.35&layers=ch.swisstopo.hangneigung-ueber_30,1900,ESE,1,"1 (2, 1)",2,April,1,112.5,106.8361276,Backcountry touring,46.46742016,7.626109542
2008/09,3/20/09,VS,Liddes,Petit Combin / Boveire,http://map.geo.admin.ch/?Y=584980&X=92300&zoom=8&crosshair=circle&bgLayer=ch.swisstopo.pixelkarte-farbe&time_current=latest&lang=de&topic=ech&layers_opacity=0.35&layers=ch.swisstopo.hangneigung-ueber_30,2690,NW,2,"1 (1, 1)",2,March,1,315,320.0529353,Off-piste skiing/boarding,45.9820984,7.244827311
2008/09,3/14/09,VS,Nax,Mont Noble / Tour de Bonvin,http://map.geo.admin.ch/?Y=604250&X=117800&zoom=8&crosshair=circle&bgLayer=ch.swisstopo.pixelkarte-farbe&time_current=latest&lang=de&topic=ech&layers_opacity=0.35&layers=ch.swisstopo.hangneigung-ueber_30,2300,NE,1,"1 (1, 1)",3,March,1,45,41.24876165,Backcountry touring,46.21163641,7.493707821
2008/09,3/14/09,SG,Amden,Glattchamm,http://map.geo.admin.ch/?Y=735120&X=224160&zoom=8&crosshair=circle&bgLayer=ch.swisstopo.pixelkarte-farbe&time_current=latest&lang=de&topic=ech&layers_opacity=0.35&layers=ch.swisstopo.hangneigung-ueber_30,1680,NW,1,"1 (1, 1)",3,March,1,315,309.5344155,Backcountry touring,47.15460307,9.220488857
2008/09,3/11/09,LU,Luthern,Napf,http://map.geo.admin.ch/?Y=638105&X=206090&zoom=8&crosshair=circle&bgLayer=ch.swisstopo.pixelkarte-farbe&time_current=latest&lang=de&topic=ech&layers_opacity=0.35&layers=ch.swisstopo.hangneigung-ueber_30,1400,N,1,"1 (1, 1)",3,March,1,0,3.246254907,Backcountry touring,47.00476757,7.939690841
2008/09,3/7/09,LU,Hasle,Heiligkreuz / First,http://map.geo.admin.ch/?Y=646800&X=199025&zoom=8&crosshair=circle&bgLayer=ch.swisstopo.pixelkarte-farbe&time_current=latest&lang=de&topic=ech&layers_opacity=0.35&layers=ch.swisstopo.hangneigung-ueber_30,1455,NW,2,"1 (1, 1)",3,March,1,315,313.7274383,Off-piste skiing/boarding,46.94066242,8.053292163
2008/09,2/28/09,SG,Altst_tten,RŸthi / Plona / Chelen,http://map.geo.admin.ch/?Y=756820&X=239460&zoom=8&crosshair=circle&bgLayer=ch.swisstopo.pixelkarte-farbe&time_current=latest&lang=de&topic=ech&layers_opacity=0.35&layers=ch.swisstopo.hangneigung-ueber_30,725,SE,1,"1 (1, 1)",3,February,1,135,132.8739614,Backcountry touring,47.28738669,9.511860821
2008/09,2/16/09,GR,Klosters Serneus,Pischa / Pischaboden,http://map.geo.admin.ch/?Y=788510&X=187940&zoom=8&crosshair=circle&bgLayer=ch.swisstopo.pixelkarte-farbe&time_current=latest&lang=de&topic=ech&layers_opacity=0.35&layers=ch.swisstopo.hangneigung-ueber_30,2380,NNE,2,"1 (1, 1)",3,February,1,22.5,24.50235767,Off-piste skiing/boarding,46.8159027,9.909116449
2008/09,2/15/09,GR,Saas,Schlappiner Spitz,http://map.geo.admin.ch/?Y=788650&X=199800&zoom=8&crosshair=circle&bgLayer=ch.swisstopo.pixelkarte-farbe&time_current=latest&lang=de&topic=ech&layers_opacity=0.35&layers=ch.swisstopo.hangneigung-ueber_30,2380,W,1,"2 (3, 3)",3,February,2,270,274.1783249,Backcountry touring,46.92249465,9.915859082
2008/09,2/11/09,VS,Nendaz,Lac de Cleuson,http://map.geo.admin.ch/?Y=591320&X=106541&zoom=8&crosshair=circle&bgLayer=ch.swisstopo.pixelkarte-farbe&time_current=latest&lang=de&topic=ech&layers_opacity=0.35&layers=ch.swisstopo.hangneigung-ueber_30,2240,W,1,"3 (4, 4)",3,February,3,270,272.4519526,Backcountry touring,46.11031329,7.326372317
2008/09,1/25/09,VS,Nendaz,Verbier / Mont-Fort / Lac du Grand D_sert,http://map.geo.admin.ch/?Y=591640&X=104090&zoom=8&crosshair=circle&bgLayer=ch.swisstopo.pixelkarte-farbe&time_current=latest&lang=de&topic=ech&layers_opacity=0.35&layers=ch.swisstopo.hangneigung-ueber_30,2780,NE,2,"1 (2, 1)",3,January,1,45,45.13028443,Off-piste skiing/boarding,46.08826942,7.330554751
2008/09,1/25/09,BE,Hasliberg,M_gisalp / L_uber,http://map.geo.admin.ch/?Y=662980&X=177600&zoom=8&crosshair=circle&bgLayer=ch.swisstopo.pixelkarte-farbe&time_current=latest&lang=de&topic=ech&layers_opacity=0.35&layers=ch.swisstopo.hangneigung-ueber_30,2200,N,2,"1 (2, 1)",3,January,1,0,-1.841901348,Off-piste skiing/boarding,46.74661094,8.262825928
2008/09,1/20/09,VS,Zermatt,Schwarzsee / Inneri W_lder,http://map.geo.admin.ch/?Y=621720&X=94300&zoom=8&crosshair=circle&bgLayer=ch.swisstopo.pixelkarte-farbe&time_current=latest&lang=de&topic=ech&layers_opacity=0.35&layers=ch.swisstopo.hangneigung-ueber_30,2250,NE,2,"1 (3, 1)",3,January,1,45,51.73278066,Off-piste skiing/boarding,45.99990703,7.718991784
2008/09,12/23/08,GR,Lantsch Lenz,Parpaner Rothorn,http://map.geo.admin.ch/?Y=765450&X=179050&zoom=8&crosshair=circle&bgLayer=ch.swisstopo.pixelkarte-farbe&time_current=latest&lang=de&topic=ech&layers_opacity=0.35&layers=ch.swisstopo.hangneigung-ueber_30,2840,S,2,"1 (1, 1)",3,December,1,180,178.840558,Off-piste skiing/boarding,46.74209551,9.603855745
