"Winter","Date","Canton","Community","Starting.zone","url","Elevation..m.","Aspect","Activity","Victims..caught..buried.","Danger..level","mon","Fatalities","deg","degjit","activity","lat","long"
"2011/12",2012-04-17,"GR","Lavin","Piz Linard","http://map.geo.admin.ch/?Y=800875&X=186336&zoom=8&crosshair=circle&bgLayer=ch.swisstopo.pixelkarte-farbe&time_current=latest&lang=de&topic=ech&layers_opacity=0.35&layers=ch.swisstopo.hangneigung-ueber_30",3305,"S",1,"1 (3, 1)",2,"April",1,180,186.904986667912,"Backcountry touring",46.7978652522869,10.0703409133381
"2011/12",2012-04-09,"VS","Bourg St Pierre","Mont Vélan / couloir Hannibal","http://map.geo.admin.ch/?Y=584959&X=82509&zoom=8&crosshair=circle&bgLayer=ch.swisstopo.pixelkarte-farbe&time_current=latest&lang=de&topic=ech&layers_opacity=0.35&layers=ch.swisstopo.hangneigung-ueber_30",3500,"WSW",1,"1 (1, 0)",3,"April",1,247.5,253.008666712791,"Backcountry touring",45.8940252166202,7.24486808406516
"2011/12",2012-02-24,"NW","Stans","Stanserhorn / Grosslangzug","http://map.geo.admin.ch/?Y=669890&X=198880&zoom=8&crosshair=circle&bgLayer=ch.swisstopo.pixelkarte-farbe&time_current=latest&lang=de&topic=ech&layers_opacity=0.35&layers=ch.swisstopo.hangneigung-ueber_30",1340,"N",3,"1 (1, 1)",2,"February",1,0,-4.07379429740831,"Transportation corridors",46.9373304287059,8.35650312273723
"2011/12",2012-02-17,"GR","Davos","Weissfluhjoch / Meierhofer Tälli","http://map.geo.admin.ch/?Y=781585&X=189235&zoom=8&crosshair=circle&bgLayer=ch.swisstopo.pixelkarte-farbe&time_current=latest&lang=de&topic=ech&layers_opacity=0.35&layers=ch.swisstopo.hangneigung-ueber_30",2480,"NE",2,"1 (1, 1)",3,"February",1,45,38.4104325296357,"Off-piste skiing/boarding",46.8294716803776,9.81893369389237
"2011/12",2012-02-12,"GR","Haldenstein","Haldensteiner Calanda / Calandasiten","http://map.geo.admin.ch/?Y=755024&X=195393&zoom=8&crosshair=circle&bgLayer=ch.swisstopo.pixelkarte-farbe&time_current=latest&lang=de&topic=ech&layers_opacity=0.35&layers=ch.swisstopo.hangneigung-ueber_30",2499,"E",1,"1 (1, 0)",3,"February",1,90,85.6221959432587,"Backcountry touring",46.8915642083259,9.47302173481985
"2011/12",2012-02-10,"VS","Obergoms","Sidelhorn","http://map.geo.admin.ch/?Y=667364&X=155881&zoom=8&crosshair=circle&bgLayer=ch.swisstopo.pixelkarte-farbe&time_current=latest&lang=de&topic=ech&layers_opacity=0.35&layers=ch.swisstopo.hangneigung-ueber_30",2530,"SE",1,"1 (2, 1)",3,"February",1,135,139.659588801675,"Backcountry touring",46.5508206531161,8.3170111776159
"2011/12",2012-02-09,"GR","Langwies","Chüpfenflue / Tritt","http://map.geo.admin.ch/?Y=777427&X=185707&zoom=8&crosshair=circle&bgLayer=ch.swisstopo.pixelkarte-farbe&time_current=latest&lang=de&topic=ech&layers_opacity=0.35&layers=ch.swisstopo.hangneigung-ueber_30",2300,"NNE",1,"1 (1, 0)",3,"February",1,22.5,23.8064225814305,"Backcountry touring",46.7988714882626,9.76309033870796
"2011/12",2012-02-08,"NW","Hergiswil (NW)","Pilatus","http://map.geo.admin.ch/?Y=661820&X=203600&zoom=8&crosshair=circle&bgLayer=ch.swisstopo.pixelkarte-farbe&time_current=latest&lang=de&topic=ech&layers_opacity=0.35&layers=ch.swisstopo.hangneigung-ueber_30",1940,"NW",1,"1 (1, 1)",2,"February",1,315,318.884808977135,"Backcountry touring",46.9805853633646,8.25116949267238
"2011/12",2012-01-27,"UR","Andermatt / Hospental","Felsental","http://map.geo.admin.ch/?Y=688080&X=164000&zoom=8&crosshair=circle&bgLayer=ch.swisstopo.pixelkarte-farbe&time_current=latest&lang=de&topic=ech&layers_opacity=0.35&layers=ch.swisstopo.hangneigung-ueber_30",1800,"NW",2,"1 (1, 1)",2,"January",1,315,309.615311888047,"Off-piste skiing/boarding",46.6214416624226,8.58864874638162
"2011/12",2012-01-03,"GR","Avers","Juferhorn / Mugmolbach","http://map.geo.admin.ch/?Y=764540&X=143425&zoom=8&crosshair=circle&bgLayer=ch.swisstopo.pixelkarte-farbe&time_current=latest&lang=de&topic=ech&layers_opacity=0.35&layers=ch.swisstopo.hangneigung-ueber_30",2820,"NE",1,"2 (4, 3)",3,"January",2,45,45.9140696395189,"Backcountry touring",46.4219738121705,9.57923013658138
"2011/12",2011-12-29,"GR","Celerina / Schlarigna","Piz Glüna / Piz Corviglia / Chüdera","http://map.geo.admin.ch/?Y=780130&X=155335&zoom=8&crosshair=circle&bgLayer=ch.swisstopo.pixelkarte-farbe&time_current=latest&lang=de&topic=ech&layers_opacity=0.35&layers=ch.swisstopo.hangneigung-ueber_30",2995,"E",1,"1 (2, 1)",3,"December",1,90,87.0868513444439,"Backcountry touring",46.5250566463131,9.78656984152165
"2011/12",2011-12-23,"GR","Bever","Piz Picuogl / Val Bever / Chamanna Jenatsch","http://map.geo.admin.ch/?Y=774959&X=155358&zoom=8&crosshair=circle&bgLayer=ch.swisstopo.pixelkarte-farbe&time_current=latest&lang=de&topic=ech&layers_opacity=0.35&layers=ch.swisstopo.hangneigung-ueber_30",2690,"NE",1,"1 (1, 1)",3,"December",1,45,45.8480925285257,"Backcountry touring",46.5266353865347,9.71921525853698
"2011/12",2011-12-20,"VS","Fully","Planuit / Buitonne","http://map.geo.admin.ch/?Y=574750&X=112500&zoom=8&crosshair=circle&bgLayer=ch.swisstopo.pixelkarte-farbe&time_current=latest&lang=de&topic=ech&layers_opacity=0.35&layers=ch.swisstopo.hangneigung-ueber_30",2000,"SE",3,"1 (1, 1)",NA,"December",1,135,134.654540866613,"Transportation corridors",46.1635004226707,7.11174095478401
"2011/12",2011-12-11,"VS","Saas Almagell","Monte Moro","http://map.geo.admin.ch/?Y=640695&X=94350&zoom=8&crosshair=circle&bgLayer=ch.swisstopo.pixelkarte-farbe&time_current=latest&lang=de&topic=ech&layers_opacity=0.35&layers=ch.swisstopo.hangneigung-ueber_30",2970,"NE",1,"1 (2, 1)",3,"December",1,45,47.3201242354698,"Backcountry touring",45.9994808731575,7.9639132767615
"2011/12",2011-12-07,"VS","Saas Fee","Felskinn / Skigebiet Saas Fee","http://map.geo.admin.ch/?Y=636700&X=101570&zoom=8&crosshair=circle&bgLayer=ch.swisstopo.pixelkarte-farbe&time_current=latest&lang=de&topic=ech&layers_opacity=0.35&layers=ch.swisstopo.hangneigung-ueber_30",3100,"N",3,"1 (2, 2)",NA,"December",1,0,5.23567569395527,"Transportation corridors",46.0646552611545,7.91291160960279
"2010/11",2011-04-01,"VS","Anniviers","Crête de Barneuza","http://map.geo.admin.ch/?Y=616268&X=113657&zoom=8&crosshair=circle&bgLayer=ch.swisstopo.pixelkarte-farbe&time_current=latest&lang=de&topic=ech&layers_opacity=0.35&layers=ch.swisstopo.hangneigung-ueber_30",2820,"NW",1,"3 (7, 4)",2,"April",3,315,312.393161179498,"Backcountry touring",46.1741848711436,7.64928997243873
"2010/11",2011-03-26,"VS","Bourg Saint Pierre","Tsandéserte / Valsorey","http://map.geo.admin.ch/?Y=583450&X=86631&zoom=8&crosshair=circle&bgLayer=ch.swisstopo.pixelkarte-farbe&time_current=latest&lang=de&topic=ech&layers_opacity=0.35&layers=ch.swisstopo.hangneigung-ueber_30",2190,"NE",1,"5 (10, 9)",3,"March",5,45,39.6793285342865,"Backcountry touring",45.9310683778048,7.22528386959476
"2010/11",2011-03-20,"BE","Grindelwald","Widderfeld / First","http://map.geo.admin.ch/?Y=646651&X=169102&zoom=8&crosshair=circle&bgLayer=ch.swisstopo.pixelkarte-farbe&time_current=latest&lang=de&topic=ech&layers_opacity=0.35&layers=ch.swisstopo.hangneigung-ueber_30",2430,"SW",2,"1 (1, 1)",3,"March",1,225,221.567444110289,"Off-piste skiing/boarding",46.6715120648954,8.04828240641624
"2010/11",2011-03-20,"VS","Zermatt","Monte Rosahütte","http://map.geo.admin.ch/?Y=628880&X=90093&zoom=8&crosshair=circle&bgLayer=ch.swisstopo.pixelkarte-farbe&time_current=latest&lang=de&topic=ech&layers_opacity=0.35&layers=ch.swisstopo.hangneigung-ueber_30",2630,"WNW",1,"1 (2, 1)",3,"March",1,292.5,286.83391974261,"Backcountry touring",45.9617960448872,7.81115180595956
"2010/11",2011-03-19,"GR","Davos","Gorigrat / Jörihorn","http://map.geo.admin.ch/?Y=792110&X=184860&zoom=8&crosshair=circle&bgLayer=ch.swisstopo.pixelkarte-farbe&time_current=latest&lang=de&topic=ech&layers_opacity=0.35&layers=ch.swisstopo.hangneigung-ueber_30",2770,"W",1,"3 (4, 4)",3,"March",3,270,265.577735561877,"Backcountry touring",46.7871817368279,9.95496858131373
"2010/11",2011-03-13,"VS","Bourg Saint Pierre","Bourg St Bernard","http://map.geo.admin.ch/?Y=581700&X=82940&zoom=8&crosshair=circle&bgLayer=ch.swisstopo.pixelkarte-farbe&time_current=latest&lang=de&topic=ech&layers_opacity=0.35&layers=ch.swisstopo.hangneigung-ueber_30",2120,"NE",1,"2 (2, 2)",3,"March",2,45,49.2758578751236,"Backcountry touring",45.8978219444409,7.20286683901034
"2010/11",2011-03-12,"VS","Zermatt","Triftji / Stockhorn","http://map.geo.admin.ch/?Y=630165&X=94580&zoom=8&crosshair=circle&bgLayer=ch.swisstopo.pixelkarte-farbe&time_current=latest&lang=de&topic=ech&layers_opacity=0.35&layers=ch.swisstopo.hangneigung-ueber_30",2740,"WNW",1,"2 (3, 3)",2,"March",2,292.5,294.132890200242,"Backcountry touring",46.0021016408923,7.82801336772643
"2010/11",2011-03-10,"BE","Saxeten","Nideri Sulegg","http://map.geo.admin.ch/?Y=631125&X=162735&zoom=8&crosshair=circle&bgLayer=ch.swisstopo.pixelkarte-farbe&time_current=latest&lang=de&topic=ech&layers_opacity=0.35&layers=ch.swisstopo.hangneigung-ueber_30",2270,"NW",1,"1 (1, 1)",2,"March",1,315,319.66741060419,"Backcountry touring",46.6151425204728,7.84495909429751
"2010/11",2011-03-01,"BE","Gsteig","Stiereberg / Mittaghore","http://map.geo.admin.ch/?Y=587110&X=134900&zoom=8&crosshair=circle&bgLayer=ch.swisstopo.pixelkarte-farbe&time_current=latest&lang=de&topic=ech&layers_opacity=0.35&layers=ch.swisstopo.hangneigung-ueber_30",2080,"NE",2,"1 (3, 2)",3,"March",1,45,38.1840828056447,"Off-piste skiing/boarding",46.3653508376858,7.27113873911193
"2010/11",2011-03-01,"VS","Mollens","Mont Bonvin","http://map.geo.admin.ch/?Y=605470&X=134550&zoom=8&crosshair=circle&bgLayer=ch.swisstopo.pixelkarte-farbe&time_current=latest&lang=de&topic=ech&layers_opacity=0.35&layers=ch.swisstopo.hangneigung-ueber_30",2925,"NE",2,"1 (1, 0)",3,"March",1,45,48.7803968633525,"Off-piste skiing/boarding",46.3623038144113,7.50971284508333
"2010/11",2011-02-05,"UR","Erstfeld","Ängi / Waldnacht","http://map.geo.admin.ch/?Y=686310&X=187310&zoom=8&crosshair=circle&bgLayer=ch.swisstopo.pixelkarte-farbe&time_current=latest&lang=de&topic=ech&layers_opacity=0.35&layers=ch.swisstopo.hangneigung-ueber_30",1680,"NNE",1,"1 (1, 1)",2,"February",1,22.5,20.4470122321509,"Backcountry touring",46.8313354099545,8.56992979680107
"2010/11",2011-01-31,"BE","Adelboden","Vordere Loner","http://map.geo.admin.ch/?Y=612270&X=145420&zoom=8&crosshair=circle&bgLayer=ch.swisstopo.pixelkarte-farbe&time_current=latest&lang=de&topic=ech&layers_opacity=0.35&layers=ch.swisstopo.hangneigung-ueber_30",2870,"SW",1,"2 (2, 2)",2,"January",2,225,218.628193457145,"Backcountry touring",46.4599961957422,7.59835735597539
"2010/11",2011-01-16,"GL","Glarus Süd","Gross Chärpf","http://map.geo.admin.ch/?Y=726050&X=197475&zoom=8&crosshair=circle&bgLayer=ch.swisstopo.pixelkarte-farbe&time_current=latest&lang=de&topic=ech&layers_opacity=0.35&layers=ch.swisstopo.hangneigung-ueber_30",2750,"SW",1,"1 (3, 1)",2,"January",1,225,224.870670978911,"Backcountry touring",46.9164135524622,9.09349570898073
"2010/11",2010-12-27,"UR","Andermatt","Vordere Felli / Oberalp","http://map.geo.admin.ch/?Y=692750&X=168780&zoom=8&crosshair=circle&bgLayer=ch.swisstopo.pixelkarte-farbe&time_current=latest&lang=de&topic=ech&layers_opacity=0.35&layers=ch.swisstopo.hangneigung-ueber_30",2280,"SE",1,"1 (1, 1)",3,"December",1,135,128.298935181927,"Backcountry touring",46.663803361533,8.65057676261744
"2010/11",2010-12-19,"UR","Unterschächen","Grundplanggen / Brunni","http://map.geo.admin.ch/?Y=700100&X=187540&zoom=8&crosshair=circle&bgLayer=ch.swisstopo.pixelkarte-farbe&time_current=latest&lang=de&topic=ech&layers_opacity=0.35&layers=ch.swisstopo.hangneigung-ueber_30",1700,"E",1,"1 (1, 1)",3,"December",1,90,87.7277802210301,"Backcountry touring",46.8314731777252,8.75069894897104
"2009/10",2010-06-06,"BE","Kandersteg","Fründenhütte","http://map.geo.admin.ch/?Y=623340&X=148125&zoom=8&crosshair=circle&bgLayer=ch.swisstopo.pixelkarte-farbe&time_current=latest&lang=de&topic=ech&layers_opacity=0.35&layers=ch.swisstopo.hangneigung-ueber_30",2520,"N",1,"1 (3, 0)",NA,"June",1,0,-5.83699859818444,"Backcountry touring",46.4840351051825,7.74259219206019
"2009/10",2010-04-18,"VS","Zermatt","Schwärze / Gornergletscher","http://map.geo.admin.ch/?Y=627300&X=89750&zoom=8&crosshair=circle&bgLayer=ch.swisstopo.pixelkarte-farbe&time_current=latest&lang=de&topic=ech&layers_opacity=0.35&layers=ch.swisstopo.hangneigung-ueber_30",2780,"NNE",2,"1 (2, 1)",1,"April",1,22.5,25.6069104960188,"Off-piste skiing/boarding",45.9587762807414,7.79075230717404
"2009/10",2010-04-07,"VS","Anniviers","Col des Arpettes","http://map.geo.admin.ch/?Y=617800&X=111700&zoom=8&crosshair=circle&bgLayer=ch.swisstopo.pixelkarte-farbe&time_current=latest&lang=de&topic=ech&layers_opacity=0.35&layers=ch.swisstopo.hangneigung-ueber_30",2950,"NW",1,"1 (2, 1)",2,"April",1,315,321.420763735659,"Backcountry touring",46.1565419563295,7.66905319977472
"2009/10",2010-04-05,"TI","Capriasca","Monte Bar","http://map.geo.admin.ch/?Y=722440&X=107660&zoom=8&crosshair=circle&bgLayer=ch.swisstopo.pixelkarte-farbe&time_current=latest&lang=de&topic=ech&layers_opacity=0.35&layers=ch.swisstopo.hangneigung-ueber_30",1610,"SSE",1,"1 (1, 1)",3,"April",1,157.5,163.002484911121,"Backcountry touring",46.1093225803457,9.02231574378899
"2009/10",2010-04-03,"GR","Bergün Bravuogn","Piz Kesch","http://map.geo.admin.ch/?Y=786460&X=166240&zoom=8&crosshair=circle&bgLayer=ch.swisstopo.pixelkarte-farbe&time_current=latest&lang=de&topic=ech&layers_opacity=0.35&layers=ch.swisstopo.hangneigung-ueber_30",3350,"E",1,"1 (2, 0)",3,"April",1,90,89.850575633347,"Backcountry touring",46.6213724420368,9.87343940942958
"2009/10",2010-02-28,"GR","Langwies","Wangegg / Sapün","http://map.geo.admin.ch/?Y=776517&X=186500&zoom=8&crosshair=circle&bgLayer=ch.swisstopo.pixelkarte-farbe&time_current=latest&lang=de&topic=ech&layers_opacity=0.35&layers=ch.swisstopo.hangneigung-ueber_30",2225,"NNE",1,"1 (1, 1)",3,"February",1,22.5,28.6192800388671,"Backcountry touring",46.8062436209617,9.75148174632531
"2009/10",2010-02-27,"VS","Bagnes","Forêt du Vernay / Bruson","http://map.geo.admin.ch/?Y=582480&X=100040&zoom=8&crosshair=circle&bgLayer=ch.swisstopo.pixelkarte-farbe&time_current=latest&lang=de&topic=ech&layers_opacity=0.35&layers=ch.swisstopo.hangneigung-ueber_30",1625,"NE",2,"1 (1, 1)",3,"February",1,45,38.8704413827509,"Off-piste skiing/boarding",46.0516623583907,7.21228092307796
"2009/10",2010-02-26,"VS","Törbel","Augstbordhorn","http://map.geo.admin.ch/?Y=628130&X=120280&zoom=8&crosshair=circle&bgLayer=ch.swisstopo.pixelkarte-farbe&time_current=latest&lang=de&topic=ech&layers_opacity=0.35&layers=ch.swisstopo.hangneigung-ueber_30",2810,"NNE",1,"1 (1, 1)",3,"February",1,22.5,16.0866099949926,"Backcountry touring",46.2333710520494,7.80328644303506
"2009/10",2010-02-25,"GR","Avers","Täli / Pürd","http://map.geo.admin.ch/?Y=760950&X=148860&zoom=8&crosshair=circle&bgLayer=ch.swisstopo.pixelkarte-farbe&time_current=latest&lang=de&topic=ech&layers_opacity=0.35&layers=ch.swisstopo.hangneigung-ueber_30",2360,"NW",1,"1 (1, 1)",3,"February",1,315,315.774777435232,"Backcountry touring",46.4717188603944,9.53443763819719
"2009/10",2010-02-21,"GR","Scuol","Cna Lischana CAS","http://map.geo.admin.ch/?Y=821220&X=183750&zoom=8&crosshair=circle&bgLayer=ch.swisstopo.pixelkarte-farbe&time_current=latest&lang=de&topic=ech&layers_opacity=0.35&layers=ch.swisstopo.hangneigung-ueber_30",2470,"WNW",1,"1 (1, 1)",3,"February",1,292.5,288.355501640588,"Backcountry touring",46.7681695015539,10.3354032263869
"2009/10",2010-02-20,"BE","Saxeten","Nideri Sulegg","http://map.geo.admin.ch/?Y=630900&X=162750&zoom=8&crosshair=circle&bgLayer=ch.swisstopo.pixelkarte-farbe&time_current=latest&lang=de&topic=ech&layers_opacity=0.35&layers=ch.swisstopo.hangneigung-ueber_30",2100,"WNW",1,"1 (1, 1)",2,"February",1,292.5,294.684171967674,"Backcountry touring",46.615287892172,7.84202288648513
"2009/10",2010-02-20,"UR","Realp","Stelliboden - Muttenreuss","http://map.geo.admin.ch/?Y=679350&X=157080&zoom=8&crosshair=circle&bgLayer=ch.swisstopo.pixelkarte-farbe&time_current=latest&lang=de&topic=ech&layers_opacity=0.35&layers=ch.swisstopo.hangneigung-ueber_30",2170,"NW",1,"1 (1, 1)",3,"February",1,315,317.636788510252,"Backcountry touring",46.5602913989524,8.47348852704356
"2009/10",2010-02-20,"GR","Safien","Tomülpass","http://map.geo.admin.ch/?Y=738644&X=164009&zoom=8&crosshair=circle&bgLayer=ch.swisstopo.pixelkarte-farbe&time_current=latest&lang=de&topic=ech&layers_opacity=0.35&layers=ch.swisstopo.hangneigung-ueber_30",2364,"ESE",1,"2 (9, 4)",3,"February",2,112.5,107.562241424341,"Backcountry touring",46.6129446470194,9.24864495818959
"2009/10",2010-02-14,"GR","Sils im Engadin Segl","Fuorcla Grevasalvas","http://map.geo.admin.ch/?Y=774520&X=145520&zoom=8&crosshair=circle&bgLayer=ch.swisstopo.pixelkarte-farbe&time_current=latest&lang=de&topic=ech&layers_opacity=0.35&layers=ch.swisstopo.hangneigung-ueber_30",2640,"S",1,"1 (2, 2)",2,"February",1,180,174.396498116665,"Backcountry touring",46.4382884270512,9.70978312704098
"2009/10",2010-02-07,"GR","Peist","Mattjisch Horn","http://map.geo.admin.ch/?Y=774100&X=191360&zoom=8&crosshair=circle&bgLayer=ch.swisstopo.pixelkarte-farbe&time_current=latest&lang=de&topic=ech&layers_opacity=0.35&layers=ch.swisstopo.hangneigung-ueber_30",2390,"WSW",1,"1 (2, 1)",3,"February",1,247.5,250.357008443214,"Backcountry touring",46.8505791495571,9.72168392286045
"2009/10",2010-02-04,"BE","Lauterbrunnen","Gälbe Schopf / Lobhornhütte","http://map.geo.admin.ch/?Y=632580&X=162150&zoom=8&crosshair=circle&bgLayer=ch.swisstopo.pixelkarte-farbe&time_current=latest&lang=de&topic=ech&layers_opacity=0.35&layers=ch.swisstopo.hangneigung-ueber_30",2170,"N",1,"1 (1, 1)",3,"February",1,0,-0.63946484355256,"Backcountry touring",46.6098108522705,7.86391166844197
"2009/10",2010-01-31,"SG","Amden","Flügespitz","http://map.geo.admin.ch/?Y=733940&X=224340&zoom=8&crosshair=circle&bgLayer=ch.swisstopo.pixelkarte-farbe&time_current=latest&lang=de&topic=ech&layers_opacity=0.35&layers=ch.swisstopo.hangneigung-ueber_30",1680,"NE",1,"1 (1, 1)",3,"January",1,45,51.7714740661904,"Backcountry touring",47.1564616602949,9.20498656580737
"2009/10",2010-01-31,"VS","Anniviers","LíAbondance / Roc díOrzival","http://map.geo.admin.ch/?Y=607530&X=115830&zoom=8&crosshair=circle&bgLayer=ch.swisstopo.pixelkarte-farbe&time_current=latest&lang=de&topic=ech&layers_opacity=0.35&layers=ch.swisstopo.hangneigung-ueber_30",2740,"SE",2,"1 (1, 1)",3,"January",1,135,139.709817024879,"Off-piste skiing/boarding",46.1938864802557,7.53617761199594
"2009/10",2010-01-31,"BE","Adelboden","Geils / Skigebiet Adelboden","http://map.geo.admin.ch/?Y=605115&X=144510&zoom=8&crosshair=circle&bgLayer=ch.swisstopo.pixelkarte-farbe&time_current=latest&lang=de&topic=ech&layers_opacity=0.35&layers=ch.swisstopo.hangneigung-ueber_30",1810,"NW",2,"1 (1, 1)",3,"January",1,315,309.272740883753,"Off-piste skiing/boarding",46.4519029720877,7.50520985013084
"2009/10",2010-01-03,"VS","Liddes","Tête de la Payanne","http://map.geo.admin.ch/?Y=581570&X=97700&zoom=8&crosshair=circle&bgLayer=ch.swisstopo.pixelkarte-farbe&time_current=latest&lang=de&topic=ech&layers_opacity=0.35&layers=ch.swisstopo.hangneigung-ueber_30",2380,"ESE",1,"1 (2, 1)",3,"January",1,112.5,116.618249525316,"Backcountry touring",46.0305889390083,7.20061555664122
"2009/10",2010-01-03,"BE","Diemtigen","Bodezehore","http://map.geo.admin.ch/?Y=607710&X=152840&zoom=8&crosshair=circle&bgLayer=ch.swisstopo.pixelkarte-farbe&time_current=latest&lang=de&topic=ech&layers_opacity=0.35&layers=ch.swisstopo.hangneigung-ueber_30",2320,"NW",1,"7 (12, 12)",2,"January",7,315,317.143239766359,"Backcountry touring",46.5268115436865,7.53912301187568
"2009/10",2009-12-21,"VS","Trient","Combe des Jeurs / Tête de Balme","http://map.geo.admin.ch/?Y=563332&X=98213&zoom=8&crosshair=circle&bgLayer=ch.swisstopo.pixelkarte-farbe&time_current=latest&lang=de&topic=ech&layers_opacity=0.35&layers=ch.swisstopo.hangneigung-ueber_30",2150,"N",2,"1 (2, 1)",3,"December",1,0,5.37947840662673,"Off-piste skiing/boarding",46.0344598792487,6.96503805119934
"2008/09",2009-06-13,"GR","Poschiavo","Piz Palü","http://map.geo.admin.ch/?Y=794570&X=139460&zoom=8&crosshair=circle&bgLayer=ch.swisstopo.pixelkarte-farbe&time_current=latest&lang=de&topic=ech&layers_opacity=0.35&layers=ch.swisstopo.hangneigung-ueber_30",3770,"SE",1,"3 (3, 0)",NA,"June",3,135,137.611124417745,"Backcountry touring",46.3782832116353,9.9679897339546
"2008/09",2009-05-25,"VS","Saas Fee","Fallgletscher","http://map.geo.admin.ch/?Y=634750&X=106440&zoom=8&crosshair=circle&bgLayer=ch.swisstopo.pixelkarte-farbe&time_current=latest&lang=de&topic=ech&layers_opacity=0.35&layers=ch.swisstopo.hangneigung-ueber_30",3270,"S",1,"1 (1, 0)",NA,"May",1,180,185.296749840491,"Backcountry touring",46.1085656551757,7.88807261264814
"2008/09",2009-04-27,"VS","Trient","Petite Pointe díOrny / Col des Ecandies","http://map.geo.admin.ch/?Y=568740&X=95000&zoom=8&crosshair=circle&bgLayer=ch.swisstopo.pixelkarte-farbe&time_current=latest&lang=de&topic=ech&layers_opacity=0.35&layers=ch.swisstopo.hangneigung-ueber_30",3000,"NW",1,"1 (7, 3)",2,"April",1,315,311.418848758563,"Backcountry touring",46.0058299045515,7.0350989785485
"2008/09",2009-04-01,"GR","Samnaun","Piz Munschuns / Pasterblaunas","http://map.geo.admin.ch/?Y=823950&X=206670&zoom=8&crosshair=circle&bgLayer=ch.swisstopo.pixelkarte-farbe&time_current=latest&lang=de&topic=ech&layers_opacity=0.35&layers=ch.swisstopo.hangneigung-ueber_30",2440,"N",2,"1 (1, 1)",2,"April",1,0,-4.12449254933745,"Off-piste skiing/boarding",46.9732857818695,10.3823855159771
"2008/09",2009-04-01,"BE","Kandersteg","Inner Ueschine / Uf de Wenge / Balme","http://map.geo.admin.ch/?Y=614400&X=146250&zoom=8&crosshair=circle&bgLayer=ch.swisstopo.pixelkarte-farbe&time_current=latest&lang=de&topic=ech&layers_opacity=0.35&layers=ch.swisstopo.hangneigung-ueber_30",1900,"ESE",1,"1 (2, 1)",2,"April",1,112.5,106.836127642542,"Backcountry touring",46.4674201629994,7.62610954244888
"2008/09",2009-03-20,"VS","Liddes","Petit Combin / Boveire","http://map.geo.admin.ch/?Y=584980&X=92300&zoom=8&crosshair=circle&bgLayer=ch.swisstopo.pixelkarte-farbe&time_current=latest&lang=de&topic=ech&layers_opacity=0.35&layers=ch.swisstopo.hangneigung-ueber_30",2690,"NW",2,"1 (1, 1)",2,"March",1,315,320.052935327403,"Off-piste skiing/boarding",45.9820984037287,7.24482731125407
"2008/09",2009-03-14,"VS","Nax","Mont Noble / Tour de Bonvin","http://map.geo.admin.ch/?Y=604250&X=117800&zoom=8&crosshair=circle&bgLayer=ch.swisstopo.pixelkarte-farbe&time_current=latest&lang=de&topic=ech&layers_opacity=0.35&layers=ch.swisstopo.hangneigung-ueber_30",2300,"NE",1,"1 (1, 1)",3,"March",1,45,41.2487616492435,"Backcountry touring",46.2116364108544,7.49370782111572
"2008/09",2009-03-14,"SG","Amden","Glattchamm","http://map.geo.admin.ch/?Y=735120&X=224160&zoom=8&crosshair=circle&bgLayer=ch.swisstopo.pixelkarte-farbe&time_current=latest&lang=de&topic=ech&layers_opacity=0.35&layers=ch.swisstopo.hangneigung-ueber_30",1680,"NW",1,"1 (1, 1)",3,"March",1,315,309.534415526781,"Backcountry touring",47.1546030658588,9.22048885700592
"2008/09",2009-03-11,"LU","Luthern","Napf","http://map.geo.admin.ch/?Y=638105&X=206090&zoom=8&crosshair=circle&bgLayer=ch.swisstopo.pixelkarte-farbe&time_current=latest&lang=de&topic=ech&layers_opacity=0.35&layers=ch.swisstopo.hangneigung-ueber_30",1400,"N",1,"1 (1, 1)",3,"March",1,0,3.24625490652397,"Backcountry touring",47.0047675740828,7.93969084087553
"2008/09",2009-03-07,"LU","Hasle","Heiligkreuz / First","http://map.geo.admin.ch/?Y=646800&X=199025&zoom=8&crosshair=circle&bgLayer=ch.swisstopo.pixelkarte-farbe&time_current=latest&lang=de&topic=ech&layers_opacity=0.35&layers=ch.swisstopo.hangneigung-ueber_30",1455,"NW",2,"1 (1, 1)",3,"March",1,315,313.727438275237,"Off-piste skiing/boarding",46.9406624194756,8.05329216348462
"2008/09",2009-02-28,"SG","Altstätten","Rüthi / Plona / Chelen","http://map.geo.admin.ch/?Y=756820&X=239460&zoom=8&crosshair=circle&bgLayer=ch.swisstopo.pixelkarte-farbe&time_current=latest&lang=de&topic=ech&layers_opacity=0.35&layers=ch.swisstopo.hangneigung-ueber_30",725,"SE",1,"1 (1, 1)",3,"February",1,135,132.873961390462,"Backcountry touring",47.287386691582,9.5118608212321
"2008/09",2009-02-16,"GR","Klosters Serneus","Pischa / Pischaboden","http://map.geo.admin.ch/?Y=788510&X=187940&zoom=8&crosshair=circle&bgLayer=ch.swisstopo.pixelkarte-farbe&time_current=latest&lang=de&topic=ech&layers_opacity=0.35&layers=ch.swisstopo.hangneigung-ueber_30",2380,"NNE",2,"1 (1, 1)",3,"February",1,22.5,24.5023576682433,"Off-piste skiing/boarding",46.8159027048039,9.90911644939314
